TIEMPO,ADC,DAC
0.648,0.0,0
0.649,0.0,0
0.65,0.0,0
0.651,0.0,0
0.652,0.0,0
0.653,0.0,0
0.654,0.0,0
0.655,0.0,0
0.656,0.03,1
0.657,0.127,1
0.658,0.259,1
0.659,0.375,1
0.66,0.475,1
0.661,0.557,1
0.662,0.626,1
0.663,0.685,1
0.664,0.7340000000000001,1
0.665,0.7759999999999999,1
0.666,0.8109999999999999,1
0.667,0.84,1
0.668,0.865,1
0.669,0.885,1
0.67,0.902,1
0.671,0.917,1
0.672,0.929,1
0.673,0.941,1
0.674,0.9490000000000001,1
0.675,0.956,1
0.676,0.9620000000000001,1
0.677,0.968,1
0.678,0.973,1
0.679,0.977,1
0.68,0.98,1
0.681,0.983,1
0.682,0.985,1
0.683,0.987,1
0.684,0.9890000000000001,1
0.685,0.99,1
0.686,0.992,1
0.687,0.992,1
0.688,0.993,1
0.689,0.9940000000000001,1
0.69,0.995,1
0.691,0.996,1
0.692,0.996,1
0.693,0.997,1
0.694,0.997,1
0.695,0.997,1
0.696,0.997,1
0.697,0.998,1
0.698,0.998,1
0.699,0.998,1
0.7,0.998,1
0.701,0.998,1
0.702,0.9990000000000001,1
0.703,0.9990000000000001,1
0.704,0.9990000000000001,1
0.705,0.9990000000000001,1
0.706,0.9990000000000001,1
0.707,0.9990000000000001,1
0.708,0.9990000000000001,1
0.709,0.9990000000000001,1
0.71,0.9990000000000001,1
0.711,0.9990000000000001,1
0.712,0.9990000000000001,1
0.713,0.9990000000000001,1
0.714,0.9990000000000001,1
0.715,0.9990000000000001,1
0.716,0.9990000000000001,1
0.717,0.9990000000000001,1
0.718,1.0,1
0.719,0.9990000000000001,1
0.72,0.9990000000000001,1
0.721,0.9990000000000001,1
0.722,0.9990000000000001,1
0.723,0.9990000000000001,1
0.724,0.9990000000000001,1
0.725,1.0,1
0.726,1.0,1
0.727,0.9990000000000001,1
0.728,1.0,1
0.729,0.9990000000000001,1
0.73,1.0,1
0.731,1.0,1
0.732,0.9990000000000001,1
0.733,1.0,1
0.734,1.0,1
0.735,0.9990000000000001,1
0.736,1.0,1
0.737,1.0,1
0.738,0.9990000000000001,1
0.739,1.0,1
0.74,1.0,1
0.741,0.9990000000000001,1
0.742,1.0,1
0.743,1.0,1
0.744,1.0,1
0.745,0.9990000000000001,1
0.746,1.0,1
0.747,1.0,1
0.748,1.0,1
0.749,1.0,1
0.75,0.9990000000000001,1
0.751,1.0,1
0.752,0.9990000000000001,1
0.753,1.0,1
0.754,1.0,1
0.755,1.0,1
0.756,0.9690000000000001,0
0.757,0.871,0
0.758,0.7390000000000001,0
0.759,0.623,0
0.76,0.524,0
0.761,0.441,0
0.762,0.37200000000000005,0
0.763,0.314,0
0.764,0.264,0
0.765,0.223,0
0.766,0.188,0
0.767,0.159,0
0.768,0.134,0
0.769,0.114,0
0.77,0.096,0
0.771,0.081,0
0.772,0.069,0
0.773,0.057999999999999996,0
0.774,0.049,0
0.775,0.042,0
0.776,0.036000000000000004,0
0.777,0.03,0
0.778,0.026000000000000002,0
0.779,0.022000000000000002,0
0.78,0.019,0
0.781,0.016,0
0.782,0.013000000000000001,0
0.783,0.011000000000000001,0
0.784,0.01,0
0.785,0.008,0
0.786,0.006999999999999999,0
0.787,0.006,0
0.788,0.005,0
0.789,0.004,0
0.79,0.003,0
0.791,0.003,0
0.792,0.002,0
0.793,0.002,0
0.794,0.002,0
0.795,0.001,0
0.796,0.001,0
0.797,0.001,0
0.798,0.001,0
0.799,0.0,0
0.8,0.0,0
0.801,0.0,0
0.802,0.0,0
0.803,0.0,0
0.804,0.0,0
0.805,0.0,0
0.806,0.0,0
0.807,0.0,0
0.808,0.0,0
0.809,0.0,0
0.81,0.0,0
0.811,0.0,0
0.812,0.0,0
0.813,0.0,0
0.814,0.0,0
0.815,0.0,0
0.816,0.0,0
0.817,0.0,0
0.818,0.0,0
0.819,0.0,0
0.82,0.0,0
0.821,0.0,0
0.822,0.0,0
0.823,0.0,0
0.824,0.0,0
0.825,0.0,0
0.826,0.0,0
0.827,0.0,0
0.828,0.0,0
0.829,0.0,0
0.83,0.0,0
0.831,0.0,0
0.832,0.0,0
0.833,0.0,0
0.834,0.0,0
0.835,0.0,0
0.836,0.0,0
0.837,0.0,0
0.838,0.0,0
0.839,0.0,0
0.84,0.0,0
0.841,0.0,0
0.842,0.0,0
0.843,0.0,0
0.844,0.0,0
0.845,0.0,0
0.846,0.0,0
0.847,0.0,0
0.848,0.0,0
0.849,0.0,0
0.85,0.0,0
0.851,0.0,0
0.852,0.0,0
0.853,0.0,0
0.854,0.0,0
0.855,0.0,0
0.856,0.028999999999999998,1
0.857,0.127,1
0.858,0.259,1
0.859,0.375,1
0.86,0.475,1
0.861,0.557,1
0.862,0.626,1
0.863,0.685,1
0.864,0.7340000000000001,1
0.865,0.775,1
0.866,0.8109999999999999,1
0.867,0.84,1
0.868,0.865,1
0.869,0.885,1
0.87,0.903,1
0.871,0.917,1
0.872,0.929,1
0.873,0.94,1
0.874,0.9490000000000001,1
0.875,0.956,1
0.876,0.963,1
0.877,0.968,1
0.878,0.972,1
0.879,0.977,1
0.88,0.98,1
0.881,0.983,1
0.882,0.985,1
0.883,0.987,1
0.884,0.9890000000000001,1
0.885,0.99,1
0.886,0.991,1
0.887,0.992,1
0.888,0.993,1
0.889,0.9940000000000001,1
0.89,0.995,1
0.891,0.996,1
0.892,0.996,1
0.893,0.996,1
0.894,0.997,1
0.895,0.997,1
0.896,0.997,1
0.897,0.997,1
0.898,0.998,1
0.899,0.998,1
0.9,0.998,1
0.901,0.998,1
0.902,0.998,1
0.903,0.998,1
0.904,0.9990000000000001,1
0.905,0.9990000000000001,1
0.906,0.9990000000000001,1
0.907,0.9990000000000001,1
0.908,0.9990000000000001,1
0.909,0.9990000000000001,1
0.91,0.9990000000000001,1
0.911,0.9990000000000001,1
0.912,0.9990000000000001,1
0.913,0.9990000000000001,1
0.914,0.9990000000000001,1
0.915,0.9990000000000001,1
0.916,0.9990000000000001,1
0.917,0.9990000000000001,1
